test_num,num_syscalls,program_size,time_taken
17,30,9076,7.514121
17,30,9076,12.004463
17,30,9076,7.530748
17,30,9076,7.966146
17,30,9076,11.552672
17,30,9076,10.887191
17,30,9076,8.115199
17,30,9076,12.129068
17,30,9076,7.734642
17,30,9076,7.96046
17,30,9076,7.658867
17,30,9076,8.078582
17,30,9076,10.279774
17,30,9076,7.853887
17,30,9076,11.220051
17,30,9076,8.324582
17,30,9076,11.617076
17,30,9076,7.963483
17,30,9076,11.751114
17,30,9076,11.702444
17,30,9076,7.457556
17,30,9076,7.076857
17,30,9076,7.742981
17,30,9076,8.170467
17,30,9076,6.913251
17,30,9076,7.901294
17,30,9076,11.931279
17,30,9076,12.24976
17,30,9076,7.674913
17,30,9076,8.191854
17,30,9076,11.586651
17,30,9076,12.056402
17,30,9076,7.005125
17,30,9076,12.187925
17,30,9076,7.424354
17,30,9076,8.044547
17,30,9076,7.837873
17,30,9076,7.892322
17,30,9076,7.850069
17,30,9076,8.213834
17,30,9076,7.750143
17,30,9076,11.577534
17,30,9076,7.297594
17,30,9076,11.42055
17,30,9076,7.689667
17,30,9076,7.610047
17,30,9076,11.70481
17,30,9076,7.160856
17,30,9076,7.64864
17,30,9076,7.95524
17,30,9076,8.178783
17,30,9076,10.465981
17,30,9076,7.751349
17,30,9076,12.087944
17,30,9076,7.612176
17,30,9076,8.215394
17,30,9076,7.965455
17,30,9076,7.834764
17,30,9076,12.290926
17,30,9076,7.897182
17,30,9076,7.260612
17,30,9076,7.45938
17,30,9076,8.130574
17,30,9076,8.060876
17,30,9076,8.385904
17,30,9076,11.731834
17,30,9076,11.8782
17,30,9076,8.024742
17,30,9076,12.036458
17,30,9076,12.02515
17,30,9076,8.231238
17,30,9076,12.041526
17,30,9076,11.936561
17,30,9076,8.085065
17,30,9076,8.018975
17,30,9076,7.909242
17,30,9076,11.134625
17,30,9076,11.537109
17,30,9076,12.225955
17,30,9076,7.378926
17,30,9076,11.628697
17,30,9076,11.692125
17,30,9076,12.378579
17,30,9076,7.113811
17,30,9076,8.013238
17,30,9076,11.63437
17,30,9076,8.238878
17,30,9076,7.989545
17,30,9076,7.105151
17,30,9076,8.223336
17,30,9076,11.297704
17,30,9076,7.255624
17,30,9076,11.099628
17,30,9076,9.984868
17,30,9076,8.263617
17,30,9076,12.306687
17,30,9076,10.749533
17,30,9076,6.972225
17,30,9076,8.212333
17,30,9076,11.890148
17,30,9076,7.755155
17,30,9076,11.640669
17,30,9076,6.953108
17,30,9076,7.635695
17,30,9076,7.724278
17,30,9076,10.789891
17,30,9076,12.616476
17,30,9076,7.759561
17,30,9076,8.563729
17,30,9076,8.424971
17,30,9076,7.758686
17,30,9076,8.144859
17,30,9076,11.872474
17,30,9076,9.151228
17,30,9076,12.555244
17,30,9076,7.75133
17,30,9076,12.142791
17,30,9076,7.638215
17,30,9076,11.682842
17,30,9076,8.147179
17,30,9076,7.353385
17,30,9076,7.818357
17,30,9076,11.805444
17,30,9076,7.965537
17,30,9076,7.471479
17,30,9076,7.791609
17,30,9076,7.809388
17,30,9076,11.997088
17,30,9076,7.427325
17,30,9076,7.866841
17,30,9076,11.860725
17,30,9076,11.443702
17,30,9076,7.211899
17,30,9076,11.763877
17,30,9076,8.703917
17,30,9076,7.980529
17,30,9076,12.45432
17,30,9076,7.676793
17,30,9076,11.982439
17,30,9076,11.956825
104,30,3673,2.099862
104,30,3673,1.626395
104,30,3673,1.83067
104,30,3673,2.145319
104,30,3673,2.558827
104,30,3673,2.393098
104,30,3673,2.28645
104,30,3673,1.920023
104,30,3673,1.918796
104,30,3673,2.160173
104,30,3673,2.293952
104,30,3673,1.773321
104,30,3673,2.290919
104,30,3673,2.34278
104,30,3673,2.329423
104,30,3673,2.097732
104,30,3673,2.260132
104,30,3673,1.796921
104,30,3673,2.102025
104,30,3673,2.018828
104,30,3673,2.026625
104,30,3673,2.267136
104,30,3673,2.34062
104,30,3673,1.834842
104,30,3673,2.106294
104,30,3673,2.062668
104,30,3673,2.167027
104,30,3673,1.925792
104,30,3673,2.06135
104,30,3673,1.424306
104,30,3673,1.370391
104,30,3673,1.394905
104,30,3673,2.249433
104,30,3673,2.219199
104,30,3673,2.27029
104,30,3673,2.063892
104,30,3673,1.412643
104,30,3673,2.346461
104,30,3673,2.430494
104,30,3673,2.201506
104,30,3673,2.353411
104,30,3673,1.987996
104,30,3673,2.171039
104,30,3673,2.019881
104,30,3673,2.105005
104,30,3673,2.316335
104,30,3673,2.166098
104,30,3673,2.267947
104,30,3673,1.795081
104,30,3673,2.07185
104,30,3673,2.223066
104,30,3673,2.220573
104,30,3673,2.183315
104,30,3673,1.775339
104,30,3673,1.78522
104,30,3673,2.174915
104,30,3673,1.664267
104,30,3673,1.755805
104,30,3673,2.282124
104,30,3673,2.344258
104,30,3673,2.204019
104,30,3673,2.276743
104,30,3673,2.078504
104,30,3673,2.233249
104,30,3673,1.815237
104,30,3673,2.29269
104,30,3673,1.531653
104,30,3673,2.207616
104,30,3673,1.611997
104,30,3673,1.636062
104,30,3673,1.997304
104,30,3673,2.027201
104,30,3673,1.718393
104,30,3673,1.369861
104,30,3673,2.329822
104,30,3673,2.105958
104,30,3673,1.75221
104,30,3673,2.158289
104,30,3673,2.303984
104,30,3673,1.776184
104,30,3673,1.937999
104,30,3673,1.400464
104,30,3673,2.389408
104,30,3673,2.026979
104,30,3673,1.480694
104,30,3673,1.98831
104,30,3673,1.583756
104,30,3673,1.428718
104,30,3673,1.827226
104,30,3673,1.933603
104,30,3673,2.083309
104,30,3673,2.20763
104,30,3673,2.094127
104,30,3673,1.985084
104,30,3673,2.144349
104,30,3673,2.218747
104,30,3673,1.609573
104,30,3673,1.554679
104,30,3673,1.394786
104,30,3673,2.488365
104,30,3673,2.08407
104,30,3673,2.08915
104,30,3673,2.365572
104,30,3673,1.67132
104,30,3673,2.190119
104,30,3673,2.254529
104,30,3673,2.256691
104,30,3673,2.01025
104,30,3673,2.122484
104,30,3673,2.138551
104,30,3673,2.190114
104,30,3673,2.197305
104,30,3673,2.236439
104,30,3673,1.917782
104,30,3673,2.105306
104,30,3673,1.728669
104,30,3673,2.258809
104,30,3673,1.446233
104,30,3673,1.965119
104,30,3673,2.212762
104,30,3673,1.867447
104,30,3673,2.312134
104,30,3673,1.680141
104,30,3673,1.820478
104,30,3673,2.165163
104,30,3673,2.284385
104,30,3673,1.647434
104,30,3673,1.500597
104,30,3673,2.296675
104,30,3673,2.167672
104,30,3673,1.833711
104,30,3673,2.347553
104,30,3673,1.300579
104,30,3673,2.057387
104,30,3673,1.520028
104,30,3673,2.27753
104,30,3673,1.791649
104,30,3673,2.30533
104,30,3673,1.975774
104,30,3673,2.134296
104,30,3673,1.943985
104,30,3673,2.042788
104,30,3673,2.217141
104,30,3673,2.198792
104,30,3673,2.215636
104,30,3673,1.414577
104,30,3673,2.001216
104,30,3673,2.305805
104,30,3673,2.143499
104,30,3673,1.787208
104,30,3673,1.553021
104,30,3673,1.534316
104,30,3673,1.636616
104,30,3673,2.283702
104,30,3673,1.949133
104,30,3673,2.246675
104,30,3673,2.210764
104,30,3673,1.853582
104,30,3673,1.923102
104,30,3673,2.170374
104,30,3673,2.317546
104,30,3673,2.014534
104,30,3673,1.597879
104,30,3673,1.935835
104,30,3673,2.299967
104,30,3673,2.250027
104,30,3673,1.989583
104,30,3673,1.618038
104,30,3673,2.042191
104,30,3673,2.054641
104,30,3673,1.92582
104,30,3673,1.888969
104,30,3673,1.807232
104,30,3673,2.191957
104,30,3673,2.31636
104,30,3673,2.192717
104,30,3673,2.256912
105,30,5296,13.17323
105,30,5296,12.585615
105,30,5296,12.723306
105,30,5296,12.46831
105,30,5296,13.269266
105,30,5296,12.570613
105,30,5296,11.8128
105,30,5296,12.888358
105,30,5296,13.660654
105,30,5296,13.729763
46,30,5057,0.994523
46,30,5057,0.931208
46,30,5057,0.953817
46,30,5057,1.018975
46,30,5057,0.66044
46,30,5057,0.934313
46,30,5057,0.560193
46,30,5057,0.939377
46,30,5057,0.979835
46,30,5057,0.845538
46,30,5057,0.692185
46,30,5057,0.910036
46,30,5057,0.894048
46,30,5057,0.982019
46,30,5057,0.948073
46,30,5057,0.99438
46,30,5057,0.799694
46,30,5057,1.00227
46,30,5057,0.864214
46,30,5057,0.910248
46,30,5057,0.669864
46,30,5057,0.855331
88,30,12131,13.271228
99,30,4407,3.251365
99,30,4407,3.583118
99,30,4407,3.570305
99,30,4407,3.527194
99,30,4407,3.40633
99,30,4407,3.472382
99,30,4407,3.525305
99,30,4407,3.268595
99,30,4407,2.965753
99,30,4407,3.861007
99,30,4407,3.536248
99,30,4407,3.577271
99,30,4407,3.264269
99,30,4407,3.287453
99,30,4407,3.327587
99,30,4407,3.305843
99,30,4407,2.863067
99,30,4407,3.413857
99,30,4407,3.486515
99,30,4407,2.369461
99,30,4407,2.007961
99,30,4407,3.047272
99,30,4407,3.421003
99,30,4407,2.929927
99,30,4407,3.116895
99,30,4407,3.422201
99,30,4407,2.777135
99,30,4407,3.652109
99,30,4407,3.414512
99,30,4407,3.000635
99,30,4407,2.667071
99,30,4407,3.531034
99,30,4407,3.277409
99,30,4407,3.370656
99,30,4407,3.205942
99,30,4407,2.204259
99,30,4407,2.874607
99,30,4407,3.125357
99,30,4407,3.069888
99,30,4407,3.005982
99,30,4407,3.520682
99,30,4407,4.18194
99,30,4407,2.321974
99,30,4407,3.395532
99,30,4407,3.157168
99,30,4407,3.885273
99,30,4407,3.35959
99,30,4407,3.244621
99,30,4407,3.153243
99,30,4407,3.368361
99,30,4407,3.999355
99,30,4407,3.13322
99,30,4407,2.128491
99,30,4407,2.130849
99,30,4407,3.677883
99,30,4407,3.47288
99,30,4407,3.378419
99,30,4407,2.514812
99,30,4407,3.696807
99,30,4407,2.794615
99,30,4407,3.10796
99,30,4407,2.779107
99,30,4407,3.105646
99,30,4407,3.31825
99,30,4407,2.949289
99,30,4407,3.374044
99,30,4407,2.957317
99,30,4407,3.604492
99,30,4407,3.474643
99,30,4407,3.115745
99,30,4407,4.051203
99,30,4407,3.907335
99,30,4407,3.7015
99,30,4407,3.492042
99,30,4407,2.849155
99,30,4407,3.56414
99,30,4407,3.673451
99,30,4407,3.897533
99,30,4407,2.938791
99,30,4407,3.846589
99,30,4407,3.129742
99,30,4407,3.535552
99,30,4407,3.404744
99,30,4407,3.822398
99,30,4407,3.470353
99,30,4407,3.587779
99,30,4407,3.624284
99,30,4407,3.097236
99,30,4407,3.483563
99,30,4407,2.730356
99,30,4407,3.633994
99,30,4407,3.050794
99,30,4407,3.822768
94,30,12887,13.236311
18,30,4112,3.104746
18,30,4112,3.172825
18,30,4112,3.133242
18,30,4112,3.144799
18,30,4112,3.097653
18,30,4112,3.277821
18,30,4112,3.073497
18,30,4112,3.12737
18,30,4112,3.191188
18,30,4112,3.019602
18,30,4112,3.429866
18,30,4112,3.0557
18,30,4112,3.075829
18,30,4112,3.352096
18,30,4112,3.125951
18,30,4112,3.322047
18,30,4112,3.065602
18,30,4112,2.578719
18,30,4112,2.919472
18,30,4112,3.178599
18,30,4112,3.056442
18,30,4112,2.967185
18,30,4112,2.9385
18,30,4112,2.731504
18,30,4112,2.95377
18,30,4112,3.108551
18,30,4112,3.15031
18,30,4112,3.295199
18,30,4112,2.765235
18,30,4112,3.114918
18,30,4112,3.008949
18,30,4112,3.128787
18,30,4112,3.074096
18,30,4112,3.41432
18,30,4112,3.440732
18,30,4112,3.226911
18,30,4112,2.787428
18,30,4112,2.758978
18,30,4112,2.467047
18,30,4112,3.396764
18,30,4112,3.150317
18,30,4112,3.079271
18,30,4112,3.178873
18,30,4112,3.436215
18,30,4112,2.888806
18,30,4112,3.137662
18,30,4112,3.421199
18,30,4112,3.039822
18,30,4112,3.28462
18,30,4112,3.1718
18,30,4112,3.239294
18,30,4112,3.362418
18,30,4112,3.281562
18,30,4112,2.527791
18,30,4112,3.238749
18,30,4112,3.121596
18,30,4112,3.177627
18,30,4112,2.965628
18,30,4112,3.223619
18,30,4112,2.676433
18,30,4112,3.012722
18,30,4112,2.774569
18,30,4112,3.178347
18,30,4112,3.176064
18,30,4112,3.3373
18,30,4112,3.07088
18,30,4112,3.259078
18,30,4112,3.199525
18,30,4112,3.23792
18,30,4112,3.283821
18,30,4112,2.909085
18,30,4112,2.949515
18,30,4112,3.092706
18,30,4112,3.054366
18,30,4112,3.133698
18,30,4112,3.032521
18,30,4112,2.849126
18,30,4112,3.149735
18,30,4112,3.351091
18,30,4112,2.696506
18,30,4112,3.098588
18,30,4112,2.547808
18,30,4112,3.278022
18,30,4112,3.213947
18,30,4112,3.189773
18,30,4112,3.028348
18,30,4112,2.997789
18,30,4112,3.169176
18,30,4112,2.565378
18,30,4112,3.311692
18,30,4112,3.206602
18,30,4112,2.807607
18,30,4112,2.777005
18,30,4112,3.311037
18,30,4112,3.152545
18,30,4112,3.112241
18,30,4112,2.981067
18,30,4112,3.299322
18,30,4112,2.795354
18,30,4112,3.110694
18,30,4112,3.035495
18,30,4112,3.489945
18,30,4112,3.34234
18,30,4112,3.083086
18,30,4112,2.858506
18,30,4112,2.928334
18,30,4112,2.037381
18,30,4112,3.146649
18,30,4112,3.133225
18,30,4112,3.085179
18,30,4112,3.165225
18,30,4112,2.666958
18,30,4112,3.166825
18,30,4112,2.802478
18,30,4112,3.156013
18,30,4112,3.322967
18,30,4112,3.082475
18,30,4112,3.329537
18,30,4112,3.098395
18,30,4112,3.002833
18,30,4112,2.950904
18,30,4112,2.571672
18,30,4112,3.195336
18,30,4112,3.528027
18,30,4112,3.15547
18,30,4112,2.718877
18,30,4112,3.145586
18,30,4112,2.944132
18,30,4112,3.053667
18,30,4112,3.248908
18,30,4112,3.234347
18,30,4112,3.097008
18,30,4112,3.081401
18,30,4112,3.070828
18,30,4112,3.105103
18,30,4112,2.992761
18,30,4112,3.385372
18,30,4112,2.482401
18,30,4112,3.013742
18,30,4112,3.089426
18,30,4112,3.493373
18,30,4112,3.153039
18,30,4112,2.748974
18,30,4112,2.661183
18,30,4112,3.360695
18,30,4112,2.731431
18,30,4112,2.876683
18,30,4112,2.858741
18,30,4112,3.037093
18,30,4112,2.355714
18,30,4112,3.420823
18,30,4112,3.158224
18,30,4112,3.262478
18,30,4112,2.788316
18,30,4112,3.292204
18,30,4112,2.864301
18,30,4112,3.03312
18,30,4112,3.041498
18,30,4112,3.073736
18,30,4112,2.828809
18,30,4112,2.897695
18,30,4112,2.878126
18,30,4112,3.15484
18,30,4112,3.368335
18,30,4112,2.435427
18,30,4112,3.317312
18,30,4112,2.902083
18,30,4112,3.064481
18,30,4112,3.206244
18,30,4112,3.386841
18,30,4112,3.592228
18,30,4112,2.934991
18,30,4112,2.970468
18,30,4112,3.173913
18,30,4112,3.254239
18,30,4112,2.408815
18,30,4112,3.032231
18,30,4112,3.371935
18,30,4112,3.28632
18,30,4112,3.265643
18,30,4112,3.065783
18,30,4112,3.084515
18,30,4112,2.932512
18,30,4112,2.953647
18,30,4112,3.17992
18,30,4112,3.140573
18,30,4112,2.583421
18,30,4112,3.091942
18,30,4112,3.434278
18,30,4112,3.141956
18,30,4112,3.414617
18,30,4112,2.832748
18,30,4112,3.338269
18,30,4112,2.737092
18,30,4112,3.089846
18,30,4112,2.949838
18,30,4112,2.534672
18,30,4112,2.953477
18,30,4112,3.084525
18,30,4112,2.857694
18,30,4112,3.028491
18,30,4112,3.287596
18,30,4112,3.09383
18,30,4112,3.078492
18,30,4112,2.908871
18,30,4112,3.416881
18,30,4112,3.054172
18,30,4112,3.055703
18,30,4112,3.243537
18,30,4112,2.818772
18,30,4112,3.17996
18,30,4112,2.497501
18,30,4112,3.110489
18,30,4112,2.845195
18,30,4112,3.07674
18,30,4112,3.012793
18,30,4112,3.493956
18,30,4112,3.077977
18,30,4112,3.228641
18,30,4112,2.702855
18,30,4112,3.144698
18,30,4112,2.971311
18,30,4112,3.033776
18,30,4112,2.913555
18,30,4112,3.093174
18,30,4112,3.443445
18,30,4112,3.167562
18,30,4112,3.173316
18,30,4112,3.478685
18,30,4112,3.562869
18,30,4112,3.601848
18,30,4112,2.951725
18,30,4112,3.063916
18,30,4112,3.395809
18,30,4112,2.89749
18,30,4112,2.97275
18,30,4112,3.403233
18,30,4112,2.858567
18,30,4112,3.053433
18,30,4112,3.112181
18,30,4112,3.50103
18,30,4112,2.985066
18,30,4112,3.092161
18,30,4112,3.374924
18,30,4112,3.213373
18,30,4112,3.183741
18,30,4112,3.029466
18,30,4112,3.202753
18,30,4112,3.326662
18,30,4112,3.289757
18,30,4112,3.203297
18,30,4112,3.291315
18,30,4112,2.858738
18,30,4112,3.13112
18,30,4112,3.204103
18,30,4112,3.272188
18,30,4112,3.011813
18,30,4112,3.204984
18,30,4112,3.158959
18,30,4112,3.219556
18,30,4112,3.195929
18,30,4112,2.997072
18,30,4112,3.68861
18,30,4112,3.14213
18,30,4112,3.171381
18,30,4112,3.437436
18,30,4112,3.11185
18,30,4112,2.609354
18,30,4112,2.109738
18,30,4112,3.155932
18,30,4112,3.177413
18,30,4112,3.086238
18,30,4112,3.184761
18,30,4112,2.717291
18,30,4112,3.056534
18,30,4112,3.069971
18,30,4112,2.798636
18,30,4112,3.105409
18,30,4112,3.102439
18,30,4112,3.043951
18,30,4112,2.954151
18,30,4112,3.279123
18,30,4112,2.876021
18,30,4112,2.828535
18,30,4112,3.183796
18,30,4112,3.205771
18,30,4112,3.4484
18,30,4112,3.061887
18,30,4112,3.009331
18,30,4112,3.263947
18,30,4112,3.147621
18,30,4112,3.384894
18,30,4112,2.657227
18,30,4112,3.003034
18,30,4112,3.112757
18,30,4112,2.147401
18,30,4112,3.239886
18,30,4112,3.064221
18,30,4112,3.393085
18,30,4112,3.260567
18,30,4112,3.372296
18,30,4112,3.546146
18,30,4112,3.113649
18,30,4112,2.69211
18,30,4112,2.493238
18,30,4112,2.832532
18,30,4112,3.067944
18,30,4112,2.765641
18,30,4112,2.534312
18,30,4112,3.355661
18,30,4112,2.886777
18,30,4112,3.140476
18,30,4112,3.010388
18,30,4112,2.888689
18,30,4112,2.733037
18,30,4112,2.964995
18,30,4112,3.22833
18,30,4112,2.637754
18,30,4112,2.505648
18,30,4112,3.377287
18,30,4112,3.317902
18,30,4112,3.026925
18,30,4112,3.0761
18,30,4112,2.223504
18,30,4112,2.982868
18,30,4112,3.290436
18,30,4112,2.242116
18,30,4112,3.198908
18,30,4112,3.165569
18,30,4112,3.162421
18,30,4112,3.375277
18,30,4112,3.061037
18,30,4112,3.351876
18,30,4112,3.158898
18,30,4112,2.782774
18,30,4112,3.196487
18,30,4112,2.816053
18,30,4112,3.173676
18,30,4112,3.082763
18,30,4112,3.470544
18,30,4112,3.222205
18,30,4112,3.29577
18,30,4112,3.412096
18,30,4112,3.243878
18,30,4112,2.583952
18,30,4112,3.270902
18,30,4112,3.108182
18,30,4112,3.261135
18,30,4112,3.276079
18,30,4112,3.137782
18,30,4112,3.224873
18,30,4112,3.255438
18,30,4112,2.398381
18,30,4112,3.418079
18,30,4112,3.23497
18,30,4112,2.751876
18,30,4112,2.440918
18,30,4112,3.036741
18,30,4112,3.216954
18,30,4112,3.339246
18,30,4112,3.0004
18,30,4112,3.066161
18,30,4112,3.441898
18,30,4112,3.068551
18,30,4112,2.208315
18,30,4112,3.075181
18,30,4112,3.107306
18,30,4112,3.26853
18,30,4112,3.214711
18,30,4112,3.184898
18,30,4112,2.701791
18,30,4112,3.226281
18,30,4112,3.283179
17,30,9076,12.621338
17,30,9076,11.883351
17,30,9076,10.669664
17,30,9076,8.125501
17,30,9076,12.367716
17,30,9076,7.824933
17,30,9076,8.373141
17,30,9076,12.09502
17,30,9076,11.806043
17,30,9076,12.213049
17,30,9076,11.933535
17,30,9076,11.846248
17,30,9076,7.753621
17,30,9076,8.341626
17,30,9076,12.401118
17,30,9076,7.215793
17,30,9076,12.238812
17,30,9076,7.890456
17,30,9076,8.540384
17,30,9076,12.808991
17,30,9076,11.891783
17,30,9076,7.748629
17,30,9076,12.175459
17,30,9076,7.5825
17,30,9076,7.956239
17,30,9076,8.410111
17,30,9076,6.908599
17,30,9076,7.425455
17,30,9076,11.092195
17,30,9076,7.554938
17,30,9076,7.991506
17,30,9076,12.120858
17,30,9076,7.749962
17,30,9076,12.131627
17,30,9076,6.949406
17,30,9076,7.83493
17,30,9076,12.293093
17,30,9076,7.883469
17,30,9076,11.171339
17,30,9076,12.835627
17,30,9076,11.584342
17,30,9076,11.700842
17,30,9076,7.680004
17,30,9076,12.207152
17,30,9076,12.960109
17,30,9076,11.656151
17,30,9076,7.674207
17,30,9076,11.389386
17,30,9076,7.343588
17,30,9076,7.391566
17,30,9076,7.562307
17,30,9076,7.59054
17,30,9076,11.249007
17,30,9076,7.543556
17,30,9076,12.848358
17,30,9076,12.31952
17,30,9076,8.196659
17,30,9076,12.439527
17,30,9076,8.093583
17,30,9076,11.867275
17,30,9076,7.159692
17,30,9076,12.420009
17,30,9076,11.429569
17,30,9076,7.73387
17,30,9076,12.149304
17,30,9076,12.629888
17,30,9076,12.235297
17,30,9076,8.192586
17,30,9076,12.380248
17,30,9076,11.353999
17,30,9076,7.838095
17,30,9076,12.251649
17,30,9076,7.566589
17,30,9076,8.170327
17,30,9076,8.791442
17,30,9076,12.158117
17,30,9076,12.11693
17,30,9076,11.721009
17,30,9076,7.067644
17,30,9076,12.25281
17,30,9076,12.308429
17,30,9076,10.829608
17,30,9076,12.089345
17,30,9076,7.669826
17,30,9076,7.444913
17,30,9076,8.360575
17,30,9076,7.952342
17,30,9076,10.646088
